Race,Candidate,Vote Type,Locality,Votes
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 4,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 4,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 5,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 5,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 6,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 6,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 7,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 7,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 8,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 8,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 9,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 9,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 10,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 10,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 11,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 11,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 12,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 12,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 13,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 13,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 14,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 14,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 15,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 15,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 16,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 16,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 17,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 17,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 18,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 18,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 19,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 19,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 20,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 20,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 21,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 21,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 22,4
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 22,4
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 23,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 23,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 24,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 24,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 25,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 25,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 26,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 26,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 27,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 27,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 28,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 28,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 29,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 29,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 30,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 30,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 31,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 31,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 32,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 32,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 33,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 33,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 34,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 34,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 35,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 35,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 36,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 36,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 37,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 37,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 38,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 38,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington District 39,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington District 39,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Wenonah District 1,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Wenonah District 1,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Wenonah District 2,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Wenonah District 2,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Wenonah District 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Wenonah District 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 1,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 1,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 2,4
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 2,4
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 4,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 4,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 5,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 5,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 6,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 6,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 7,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 7,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 8,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 8,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 9,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 9,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 10,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 10,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 11,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 11,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 12,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 12,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 13,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 13,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 14,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 14,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 15,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 15,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 16,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 16,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 17,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 17,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 18,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 18,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford District 19,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford District 19,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Westville District 1,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Westville District 1,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Westville District 2,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Westville District 2,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Westville District 3,4
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Westville District 3,4
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 1 District 1,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 1 District 1,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 1 District 2,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 1 District 2,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 1 District 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 1 District 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 2 District 1,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 2 District 1,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 2 District 2,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 2 District 2,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 2 District 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 2 District 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 2 District 4,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 2 District 4,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 3 District 1,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 3 District 1,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 3 District 2,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 3 District 2,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 3 District 3,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 3 District 3,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 3 District 4,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 3 District 4,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Heights 1,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Heights 1,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Heights 2,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Heights 2,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Heights 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Heights 3,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Heights 4,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Heights 4,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich District 1,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich District 1,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich District 2,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich District 2,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich District 3,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich District 3,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich District 4,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich District 4,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich District 5,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich District 5,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich District 6,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich District 6,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich District 7,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich District 7,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich District 8,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich District 8,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Clayton Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Clayton Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Clayton Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Clayton Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Deptford Mail-In Ballot,6
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Deptford Mail-In Ballot,6
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Deptford Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Deptford Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,East Greenwich Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,East Greenwich Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,East Greenwich Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,East Greenwich Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,East Greenwich Mail-In Ballot (CD 2),0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,East Greenwich Mail-In Ballot (CD 2),0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,East Greenwich Provisional (CD 2),0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,East Greenwich Provisional (CD 2),0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Elk Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Elk Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Elk Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Elk Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Franklin Mail-In Ballot,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Franklin Mail-In Ballot,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Franklin Provisional,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Franklin Provisional,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Glassboro Mail-In Ballot,8
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Glassboro Mail-In Ballot,8
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Glassboro Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Glassboro Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Greenwich Mail-In Ballot,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Greenwich Mail-In Ballot,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Greenwich Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Greenwich Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Harrison Mail-In Ballot,4
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Harrison Mail-In Ballot,4
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Harrison Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Harrison Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Logan Mail-In Ballot,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Logan Mail-In Ballot,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Logan Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Logan Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Mantua Mail-In Ballot,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Mantua Mail-In Ballot,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Mantua Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Mantua Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,National Park Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,National Park Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,National Park Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,National Park Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Newfield Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Newfield Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Newfield Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Newfield Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Paulsboro Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Paulsboro Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Paulsboro Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Paulsboro Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Pitman Mail-In Ballot,3
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Pitman Mail-In Ballot,3
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Pitman Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Pitman Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,South Harrison Mail-In Ballot,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,South Harrison Mail-In Ballot,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,South Harrison Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,South Harrison Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Swedesboro Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Swedesboro Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Swedesboro Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Swedesboro Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington Mail-In Ballot,7
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington Mail-In Ballot,7
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Washington Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Washington Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Wenonah Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Wenonah Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Wenonah Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Wenonah Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford Mail-In Ballot,8
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford Mail-In Ballot,8
Governor (Vote For 1),- PETER J. ROHRMAN,Election,West Deptford Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,West Deptford Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Westville Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Westville Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Westville Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Westville Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Heights Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Heights Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Heights Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Heights Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woolwich Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woolwich Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Ward 1 Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Ward 1 Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Ward 1 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Ward 1 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Ward 2 Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Ward 2 Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Ward 2 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Ward 2 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Ward 3 Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Ward 3 Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Ward 3 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Ward 3 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Ward 4 Mail-In Ballot,2
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Ward 4 Mail-In Ballot,2
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Monroe Ward 4 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Monroe Ward 4 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 1 Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 1 Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 1 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 1 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 2 Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 2 Mail-In Ballot,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 2 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 2 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 3 Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 3 Mail-In Ballot,1
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Woodbury Ward 3 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Woodbury Ward 3 Provisional,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Federal Overseas Absentee CD 1,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Federal Overseas Absentee CD 1,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Federal Overseas Absentee CD 2,0
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Federal Overseas Absentee CD 2,0
Governor (Vote For 1),- PETER J. ROHRMAN,Election,Total:,423
Governor (Vote For 1),- PETER J. ROHRMAN,Total Votes,Total:,423
Governor (Vote For 1),- PHILIP MURPHY,Election,Clayton District 1,139
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Clayton District 1,139
Governor (Vote For 1),- PHILIP MURPHY,Election,Clayton District 2,132
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Clayton District 2,132
Governor (Vote For 1),- PHILIP MURPHY,Election,Clayton District 3,251
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Clayton District 3,251
Governor (Vote For 1),- PHILIP MURPHY,Election,Clayton District 4,177
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Clayton District 4,177
Governor (Vote For 1),- PHILIP MURPHY,Election,Clayton District 5,157
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Clayton District 5,157
Governor (Vote For 1),- PHILIP MURPHY,Election,Clayton District 6,207
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Clayton District 6,207
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 1,173
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 1,173
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 2,175
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 2,175
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 3,223
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 3,223
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 4,155
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 4,155
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 5,196
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 5,196
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 6,220
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 6,220
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 7,149
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 7,149
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 8,159
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 8,159
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 9,293
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 9,293
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 10,217
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 10,217
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 11,241
Governor (Vote For 1),- PHILIP MURPHY,Total Votes,Deptford District 11,241
Governor (Vote For 1),- PHILIP MURPHY,Election,Deptford District 12,213
