Race,Candidate,Vote Type,Locality,Votes
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Newfield District 1,218
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Paulsboro District 1,208
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Paulsboro District 1,208
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Paulsboro District 2,190
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Paulsboro District 2,190
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Paulsboro District 3,113
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Paulsboro District 3,113
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Paulsboro District 4,149
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Paulsboro District 4,149
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Paulsboro District 5,138
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Paulsboro District 5,138
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,South Harrison District 1,142
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,South Harrison District 1,142
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,South Harrison District 2,128
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,South Harrison District 2,128
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,South Harrison District 3,123
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,South Harrison District 3,123
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Swedesboro District 1,161
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Swedesboro District 1,161
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Swedesboro District 2,137
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Swedesboro District 2,137
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 1,194
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 1,194
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 2,106
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 2,106
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 3,147
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 3,147
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 4,201
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 4,201
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 5,122
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 5,122
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 6,141
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 6,141
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 7,256
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 7,256
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 8,233
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 8,233
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 9,126
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 9,126
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 10,131
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 10,131
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 11,143
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 11,143
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 12,95
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 12,95
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 13,400
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 13,400
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 14,181
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 14,181
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 15,182
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 15,182
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 16,255
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 16,255
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 17,166
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 17,166
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 18,144
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 18,144
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford District 19,255
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford District 19,255
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woodbury Heights 1,137
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woodbury Heights 1,137
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woodbury Heights 2,129
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woodbury Heights 2,129
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woodbury Heights 3,91
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woodbury Heights 3,91
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woodbury Heights 4,153
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woodbury Heights 4,153
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich District 1,253
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich District 1,253
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich District 2,190
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich District 2,190
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich District 3,138
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich District 3,138
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich District 4,126
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich District 4,126
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich District 5,268
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich District 5,268
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich District 6,208
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich District 6,208
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich District 7,171
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich District 7,171
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich District 8,140
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich District 8,140
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Clayton Mail-In Ballot,218
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Clayton Mail-In Ballot,218
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Clayton Provisional,15
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Clayton Provisional,15
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich Mail-In Ballot,370
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich Mail-In Ballot,370
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich Provisional,15
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich Provisional,15
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich Mail-In Ballot (CD 2),0
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich Mail-In Ballot (CD 2),0
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,East Greenwich Provisional (CD 2),0
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,East Greenwich Provisional (CD 2),0
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Elk Mail-In Ballot,76
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Elk Mail-In Ballot,76
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Elk Provisional,10
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Elk Provisional,10
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin Mail-In Ballot,413
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin Mail-In Ballot,413
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Franklin Provisional,33
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Franklin Provisional,33
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro Mail-In Ballot,363
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro Mail-In Ballot,363
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Glassboro Provisional,18
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Glassboro Provisional,18
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Greenwich Mail-In Ballot,316
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Greenwich Mail-In Ballot,316
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Greenwich Provisional,18
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Greenwich Provisional,18
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Logan Mail-In Ballot,90
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Logan Mail-In Ballot,90
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Logan Provisional,6
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Logan Provisional,6
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,National Park Mail-In Ballot,43
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,National Park Mail-In Ballot,43
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,National Park Provisional,5
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,National Park Provisional,5
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Newfield Mail-In Ballot,31
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Newfield Mail-In Ballot,31
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Newfield Provisional,3
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Newfield Provisional,3
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Paulsboro Mail-In Ballot,114
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Paulsboro Mail-In Ballot,114
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Paulsboro Provisional,9
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Paulsboro Provisional,9
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,South Harrison Mail-In Ballot,62
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,South Harrison Mail-In Ballot,62
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,South Harrison Provisional,2
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,South Harrison Provisional,2
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Swedesboro Mail-In Ballot,24
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Swedesboro Mail-In Ballot,24
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Swedesboro Provisional,1
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Swedesboro Provisional,1
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford Mail-In Ballot,692
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford Mail-In Ballot,692
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,West Deptford Provisional,38
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,West Deptford Provisional,38
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woodbury Heights Mail-In Ballot,49
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woodbury Heights Mail-In Ballot,49
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woodbury Heights Provisional,5
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woodbury Heights Provisional,5
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich Mail-In Ballot,229
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich Mail-In Ballot,229
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Woolwich Provisional,17
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Woolwich Provisional,17
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Election,Total:,19779
State Senate 3rd Legislative District (Vote For 1),- STEVE SWEENEY,Total Votes,Total:,19779
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Clayton District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Clayton District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Clayton District 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Clayton District 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Clayton District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Clayton District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Clayton District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Clayton District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Clayton District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Clayton District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Clayton District 6,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Clayton District 6,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich 4,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich 4,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich 6,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich 6,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich 7,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich 7,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Elk District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Elk District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Elk District 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Elk District 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Elk District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Elk District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Elk District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Elk District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 3,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 3,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 6,3
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 6,3
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 7,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 7,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 8,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 8,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 9,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 9,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 10,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 10,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin District 11,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin District 11,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 3,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 3,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 4,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 4,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 6,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 6,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 7,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 7,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 8,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 8,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 9,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 9,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 10,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 10,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 11,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 11,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 12,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 12,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro District 13,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro District 13,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Greenwich District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Greenwich District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Greenwich District 2,3
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Greenwich District 2,3
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Greenwich District 3,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Greenwich District 3,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Greenwich District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Greenwich District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Greenwich District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Greenwich District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Greenwich District 6,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Greenwich District 6,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Logan District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Logan District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Logan District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Logan District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Logan District 3,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Logan District 3,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Logan District 4,3
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Logan District 4,3
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,National Park District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,National Park District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,National Park District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,National Park District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,National Park District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,National Park District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,National Park District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,National Park District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Newfield District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Newfield District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Paulsboro District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Paulsboro District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Paulsboro District 2,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Paulsboro District 2,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Paulsboro District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Paulsboro District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Paulsboro District 4,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Paulsboro District 4,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Paulsboro District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Paulsboro District 5,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,South Harrison District 1,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,South Harrison District 1,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,South Harrison District 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,South Harrison District 2,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,South Harrison District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,South Harrison District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Swedesboro District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Swedesboro District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Swedesboro District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Swedesboro District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 1,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 2,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 2,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 3,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 5,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 5,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 6,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 6,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 7,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 7,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 8,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 8,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 9,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 9,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 10,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 10,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 11,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 11,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 12,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 12,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 13,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 13,1
